File,Interval,peakID,total_growth,total_growth_centered,total_time_days,growth_rate,growth_rate_centered,start_date,end_date
G664_sub_peakid.csv_peakID_2,interval 4,peakID_2,921.4868740000002,921.4868740000002,26.167569444444446,35.21484392948227,35.21484392948227,2022-06-28 01:40:30,2022-07-24 05:41:48
G664_sub_peakid.csv_peakID_2,interval 3,peakID_2,258.7822930000002,258.7822930000002,26.820231481481482,9.648771792990718,9.648771792990718,2022-06-01 04:35:41,2022-06-28 00:16:49
G664_sub_peakid.csv_peakID_2,interval 2,peakID_2,2186.4717739999996,2186.4717739999996,20.175856481481482,108.37070416350674,108.37070416350674,2022-05-11 23:10:52,2022-06-01 03:24:06
G664_sub_peakid.csv_peakID_2,interval 1,peakID_2,946.0518869999978,946.0518869999978,16.946087962962963,55.827155451315384,55.827155451315384,2022-04-25 00:11:14,2022-05-11 22:53:36
G664_sub_peakid.csv_peakID_2,interval 0,peakID_2,2927.5458199999994,2927.5458199999994,82.57094907407408,35.454913051486294,35.454913051486294,2022-02-01 10:00:00,2022-04-24 23:42:10
G664_sub_peakid.csv_peakID_2,interval 5,peakID_2,2236.7587000000003,2236.7587000000003,18.819016203703704,118.85630342141859,118.85630342141859,2022-07-24 06:05:23,2022-08-12 01:44:46
G664_sub_peakid.csv_peakID_3,interval 7,peakID_3,143.70742,143.70742,46.20236111111111,3.1103912558581364,3.1103912558581364,2022-09-09 05:08:36,2022-10-25 10:00:00
G664_sub_peakid.csv_peakID_3,interval 4,peakID_3,2236.7587000000003,2236.7587000000003,26.182453703703704,85.42968223347204,85.42968223347204,2022-06-28 01:30:00,2022-07-24 05:52:44
G664_sub_peakid.csv_peakID_3,interval 3,peakID_3,921.4868740000002,921.4868740000002,26.88564814814815,34.27430385618102,34.27430385618102,2022-06-01 03:48:29,2022-06-28 01:03:49
G664_sub_peakid.csv_peakID_3,interval 2,peakID_3,2883.8144200000006,2883.8144200000006,20.177858796296295,142.91974431545398,142.91974431545398,2022-05-11 23:09:27,2022-06-01 03:25:34
G664_sub_peakid.csv_peakID_3,interval 1,peakID_3,1587.624151,1587.624151,16.952430555555555,93.65171240767671,93.65171240767671,2022-04-25 00:06:42,2022-05-11 22:58:12
G664_sub_peakid.csv_peakID_3,interval 0,peakID_3,3775.699489999999,3775.699489999999,82.57380787037037,45.72514683987122,45.72514683987122,2022-02-01 10:00:00,2022-04-24 23:46:17
G664_sub_peakid.csv_peakID_3,interval 5,peakID_3,1745.609689,1745.609689,18.81710648148148,92.76716857174138,92.76716857174138,2022-07-24 06:06:42,2022-08-12 01:43:20
G664_sub_peakid.csv_peakID_4,interval 7,peakID_4,140.704578,140.704578,46.19942129629629,3.045591785611392,3.045591785611392,2022-09-09 05:12:50,2022-10-25 10:00:00
G664_sub_peakid.csv_peakID_4,interval 6,peakID_4,1242.2880300000002,1242.2880300000002,27.980625,44.39815157810092,44.39815157810092,2022-08-12 02:03:59,2022-09-09 01:36:05
G664_sub_peakid.csv_peakID_4,interval 4,peakID_4,2236.7587000000003,2236.7587000000003,26.182453703703704,85.42968223347204,85.42968223347204,2022-06-28 01:30:00,2022-07-24 05:52:44
G664_sub_peakid.csv_peakID_4,interval 3,peakID_4,921.4868740000002,921.4868740000002,26.88564814814815,34.27430385618102,34.27430385618102,2022-06-01 03:48:29,2022-06-28 01:03:49
G664_sub_peakid.csv_peakID_4,interval 2,peakID_4,4571.713621000001,4571.713621000001,20.180162037037036,226.5449411461339,226.5449411461339,2022-05-11 23:07:46,2022-06-01 03:27:12
G664_sub_peakid.csv_peakID_4,interval 0,peakID_4,2927.5458199999994,2927.5458199999994,82.57094907407408,35.454913051486294,35.454913051486294,2022-02-01 10:00:00,2022-04-24 23:42:10
G664_sub_peakid.csv_peakID_4,interval 5,peakID_4,402.829845,402.829845,18.78615740740741,21.442908002099653,21.442908002099653,2022-07-24 06:28:58,2022-08-12 01:21:02
G668_sub_peakid.csv_peakID_1,interval 7,peakID_1,801.713176,801.713176,46.31472222222222,17.310115175760046,17.310115175760046,2022-09-09 02:26:48,2022-10-25 10:00:00
G668_sub_peakid.csv_peakID_1,interval 6,peakID_1,241.14495699999998,241.14495699999998,27.896689814814813,8.644214012514759,8.644214012514759,2022-08-12 03:04:23,2022-09-09 00:35:37
